"","x"
"656","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"657","LET THEM KEEP GOING"
"658","Lightskinned people winning this weekend just like they did this time last year"
"659","@robtachi @StarDustShadow hey assholes, wheres the pictures?! I NEED MORE DESTINY PICTURES."
"660","Haiti: Haiti : Les smartphone peuvent-ils am√©liorer les √©coles ? https://t.co/aBRyXsMc7y"
"661","RT @MySportsLegion: EVERYONE GO HOME https://t.co/jvrpgHAoEA"
"662","Hole E shit"
"663","That's the one."
"664","Magic mascot the real MVP for not falling off that hover board mid dunk"
"665","Lightskinned boys battling it out tonight"
"666","We all knew Lavine was going to come out with the Ì†ΩÌ¥•"
"667","All 3 Of J. Cole's Albums Are Now Certified Platinum -- https://t.co/FZZLY6QzMf via @hiphopdx"
"668","News:  Haiti: Haiti : Les smartphone peuvent-ils am√©liorer les √©coles ? https://t.co/J3RiiUWGCS"
"669","All 3 Of J. Cole's Albums Are Now Certified Platinum -- https://t.co/6oTaOiuQ9l via @hiphopdx"
"670","RT @LCFC: Join Chris Coles &amp; Chris Powell from 11.30am for all the build-up and exclusive online live commentary of #ArsLei. https://t.co/0‚Ä¶"
"671","Take one for people who can't be happy"
"672","Me iba a quedar un rato mas pero sino me tenia q venir re solo y los coles no pasan mas"
"673","Woolworths and Coles supermarkets: Stop wrapping small portions of herbs, vegetables and fruit in ... https://t.co/hSYhvpt4hP via @ChangeAUS"
"674","RT @GuysOnTheBlock: All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https‚Ä¶"
"675","RT @Tu_Chay: J.Coles's Light Please always takes me back to Fall 2009"
"676","Shaq salty from all the jokes Kenny and chuck said about him earlier"
"677","RT @Tu_Chay: J.Coles's Light Please always takes me back to Fall 2009"
"678","FreshFest502 News: All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/qllN3oCXCI"
"679","Somebody hurt shaq"
"680","#HipHopDX All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/0dFBlMRly5"
"681","@Cazahermosaz que riqu√≠sima se ven las piernas de esta colegiala, yo tengo material de este tipo, te interesa intercambiar mas de coles?"
"682","All 3 Of J. Cole's Albums Are Now Certified Platinum - Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/FHpnaaZP8V"
"683","Man leapt from the free throw line"
"684","Slowly killing myself...."
"685","RT @Seantaneous: shaq hates orlando."
"686","They just remix hit dem folks Ì†æÌ¥î"
"687","Like that one"
"688","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are‚Ä¶ https://t.co/vJVYnjKF4V"
"689","This why nobody paying attention to Denver this year"
"690","He can't dunk."
"691","Coles dum funny for that lmfaooo"
"692","@araxyte Rip coles nuts"
"693","RT @ComplexMag: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/WP2IWbboBU"
"694","@nevillsaj and Tori Coles ready for the 2016 Clovis High Winter Formal! https://t.co/lyuuvScOoa"
"695","i wish coles point had a snapchat filter"
"696","A little practice and it would've worked the first time"
"697","Definitivamente hoy TEOS EXPLOTA y m√°s de uno se queda con las ganas de ir!!! A decidirse antes gente... Todos los coles llenos al gigante!!"
"698","Gerald Green should always be invited to the dunk contest though lol"
"699","RT @IMINFAMOUSPRIME: #MOMENTOFCLARITY : THE AFTERMATH PT.2 THIS ONE 4 MY NIGGA Jason ArounddaWay Coles"
"700","Twitter buzz for Coles: https://t.co/cJSy3MkTbU - RT @danandelliott84 Happy Valentines day y'all! @ Coles Mount Gravatt Plaza https://t.c..."
"701","All 3 Of J. Cole‚Äôs Albums Are Now Certified Platinum https://t.co/vkP03g4Sll"
"702","Zach Levine just won right there"
"703","If anyone needs me I'll be hanging out in the cold food section of Coles for the rest of the day."
"704","All 3 Of J. Cole's Albums Are Now Certified Platinum - Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/CigjY7oPiu"
"705","#hiphop- All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those‚Ä¶ https://t.co/Tudrx00uXs"
"706","@dbomb_26 Coles soundÌ†ΩÌ∏ÇÌ†ΩÌ∏≠"
"707","@Cam_Coles Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç"
"708","@RayMill_ shut up"
"709","LEGO Ninjago 70502 Cole's Earth Driller, NEW In Box, Free Shipping - https://t.co/Vw8uyUwpHL"
"710","All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/JGyr13bQPL"
"711","#news All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/eykAWcKlwM"
"712","@ColeLedford11 Coles Crew Got Your Back ;)"
"713","Ì†ΩÌ¥¥ LIVE on #YouNow - https://t.co/7FjJeHGwKt"
"714","RT @DailyChiefers: .@JColeNC's ""Cole World: The Sideline Story"" &amp; ""Born Sinner"" have both gone Platinum: https://t.co/tflOhJ6Cus https://t.‚Ä¶"
"715","The commentary better than the event"
"716","Y as√≠ llegaron de celebrar el d√≠a del amor y la amistad en sus coles...unos cuantos chocolates,‚Ä¶ https://t.co/2qPxoUchWA"
"717","RT @DealWithNoDeal: J. Cole‚Äôs ‚ÄúCole World: Sideline Story‚Äù &amp; ‚ÄúBorn Sinner‚Äù Have Gone Platinum https://t.co/4QKc2n2JBf"
"718","https://t.co/XVSNuPm4Wn All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future‚Ä¶ https://t.co/TExUYhBKM1"
"719","I should just move into Coles house now honestly"
"720","RT @elvinotoro: todo bien con que ames tu cuerpo y seas libre de mostrarlo pero si sos gorda no te coles una tanga en el orto porque me hac‚Ä¶"
"721","1BrandonCarter: All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/12NquLwyiK #BrandonCarter #TheNightShift #MyLoudRadio"
"722","@RSPCA @coles are selling rspca approved chicken yet some of there stores show halal signs near the rspca approved chicken , confused ?"
"723","@coles_madison Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç just get some add or adhd medicine."
"724","RT @Seantaneous: ""7 hours of makeup for 15 seconds entrance"" Ì†ΩÌ∏Ç"
"725","RT @bestnewrapmusic: All 3 Of J. Cole's Albums Are Now Certified Platinum - https://t.co/gvuI9ERRjZ #rap #hiphop #news #music #hiphophead"
"726","Thriller ain't had a damn thing to do with the dunk tho"
"727","my mum is sleeping downstairs because my dad is so drunk and sounds like a wild boar when he sleeps Ì†ΩÌ∏ÇÌ†ΩÌ∏Ç"
"728","@db_370z Since I do so much methÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç I thought you meant like a vitamin or somethingÌ†ΩÌπÑ"
"729","RT @Trekles: i want to kiss you until you forget how to speak"
"730","RT @InternallyIost: I‚Äôm scared that one day you‚Äôll stop loving me maybe you‚Äôll get tired of me I don‚Äôt know if I can take the pain of you l‚Ä¶"
"731","This dunk better be special"
"732","Thriller"
"733","Still mad we'll never see Lebron in a dunk contest"
"734","RT bestnewrapmusic All 3 Of J. Cole's Albums Are Now Certified Platinum - https://t.co/FvU4T5OtrW #rap #hiphop #news #music #hiphophead"
"735","Who is this man"
"736","All 3 Of J. Cole's Albums Are Now Certified Platinum - https://t.co/gvuI9ERRjZ #rap #hiphop #news #music #hiphophead"
"737","All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/KJiO5gyJqx #BrandonCarter"
"738","Nobody even knows what a will barton is"
"739","All 3 Of J. Cole's Albums Are Now Certified Platinum - Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/x2OhMJxkul"
"740","#BGMG #NewsUpdate All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/qjHWa9ylPs"
"741","All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/uZA5g9YR4Y"
"742","All 3 Of J. Cole's Albums Are Now Certified Platinum - Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/0QdMqotmg7"
"743","RT @AlexisLantigua: Ayer, el Pte. Medina entreg√≥ 3,587 t√≠tulos en la prov. Duarte. Hoy, estudiantes de Las Coles, Arenoso reciben bus. http‚Ä¶"
"744","@coles_madison meth seems to do the trick"
"745","All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/hOlT22mn8V #hiphop"
"746","All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/JKqPs4dTiu #FeedHubb Via #HIPHOPDX"
"747","RT @AlexisLantigua: Por instrucciones del Pte. Medina, hoy, los estudiantes de Las Coles, Barraquito y Villa Riva, Duarte reciben buses. ht‚Ä¶"
"748","They got Kevin Hart commentating on the dunk contest ain't nothing gon be taken seriously now"
"749","[Dope NEWZ][Dope Report]All 3 Of J. Cole's Albums Are Now Certified Platinum:‚Ä¶ https://t.co/ZOSQzuhBYm thedopeacademy.comTHEdopeACADEMY"
"750","RT @ComplexMag: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/WP2IWbboBU"
"751","All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/5CiaJdtZTR"
"752","Vince gotta be involved in one of these dunks somehow"
"753","Vince gotta be one of the judges for this"
"754","All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/bJyvgo8mWu #hiphop"
"755","RT @AlexisLantigua: Ayer, el Pte. Medina entreg√≥ 3,587 t√≠tulos en la prov. Duarte. Hoy, estudiantes de Las Coles, Arenoso reciben bus. http‚Ä¶"
"756","air cleaning a nicotine example,cubism,ownership extend,coles co,actor,rag and bone,agreement,#booklj https://t.co/uCiQsI2FvC"
"757","Spruce up your home! Enter to win $500 at Coles Fine Flooring via @ColesFlooring https://t.co/iHnQfbBXiJ"
"758","RT @AlexisLantigua: Por instrucciones del Pte. Medina, hoy, los estudiantes de Las Coles, Barraquito y Villa Riva, Duarte reciben buses. ht‚Ä¶"
"759","RT @ComplexMag: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/WP2IWbboBU"
"760","All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/XKhXgGrrXn #news #hiphop #rap #rnb"
"761","Jon Stewart tried that joke. He tried."
"762","que garron,no pudimos ir a los de cerri por los coles que iban muy llenos,ma√±ana eso de las 6 ya estamos esperando el cole"
"763","aye #dope is on netflix Ì†ΩÌ±å"
"764","Happy Valentines day y'all! @ Coles Mount Gravatt Plaza https://t.co/GRehCnkuPp"
"765","RT @ComplexMusic: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/RJT3Er6RH6"
"766","Just found out all 3 of J Coles albums are platinum... Ì†ΩÌ∞êÌ†ΩÌ∞êÌ†ΩÌ∞êÌ†ΩÌ¥•"
"767","RT @RTNBA: Walk the trash"
"768","Save $10 at Coles - https://t.co/qstFCVRFgO https://t.co/Qrmrd9I7eS"
"769","RT @djskinamaxx: #bhramabull All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink... https://t.co/mB0UPZSP‚Ä¶"
"770","RT @HiPHoPvsWorld: All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https:‚Ä¶"
"771","RT @HipHopBangers: All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/cpIrEScnWx Via @HipHopDX"
"772","@Madaferrari @Coles The same is happening with @DavidJonesStore"
"773","All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/JXRThvKvex"
"774","Australian federal government, Mc Donalds, aldi, Woolworths, Coles, IGA: STOP BUYING CAGE EGGS https://t.co/BKMOJptoUP"
"775","RT @rashardNAMUH: #HIPHOPDX #HIPHOP | All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/hhNWXA6e9g | #MUSIC &gt; @HCP520"
"776","Cause nothing says 'I love you' like half a dozen novelty heart donuts from Coles! #truelove‚Ä¶ https://t.co/zLLDEW09U6"
"777","RT @DJ_BIGVIC: All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/fhycmM7Zfw"
"778","All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/JLxQil99gd #hiphop #jayz #barclay #hov #drdre #kendricklamar #mmg #rickr‚Ä¶"
"779","I fucking hate Aldi so much they only have 2 counters open when there's half of Melbourne tryna buy shit too bad I'm banned from coles"
"780","#UPDATE All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/IazLOQ6xVt"
"781","All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/EHKF5BLyJy"
"782","All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/eYb2CrxWAk"
"783","All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/fhycmM7Zfw"
"784","ﬂ∑ #HipHop All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/8ZpZMvVvRO Via HipHopDX"
"785","All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/x739jiPM2N https://t.co/ji4LmNTE2b"
"786","All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/o7BN7k1XdE https://t.co/VVPh2u5kRO"
"787","RT @GuysOnTheBlock: All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https‚Ä¶"
"788","Walk the moon from Cincinnati not Canada so why are they ""performing"""
"789","RT @GuysOnTheBlock: All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https‚Ä¶"
"790","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/nbxdFvlUJo"
"791","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/qc8nMucISh"
"792","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/99IBa5uEWH"
"793","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/tQXDHnjBDq"
"794","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/JSvJhNxL6i"
"795","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among th... https://t.co/xyn9GKPb92
 #hushrapmag"
"796","#InsideHipHop All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/rzjaUIQB5T #WreckenEnt"
"797","#bhramabull All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink ... https://t.co/mB0UPZSPIs #BHRAMABULL"
"798","#bhramabull All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink ... https://t.co/bf3slNXx3R #BHRAMABULL"
"799","#bhramabull All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink ... https://t.co/uHgnJsZM0n #BHRAMABULL"
"800","#bhramabull All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink ... https://t.co/N787NgLpSC #BHRAMABULL"
"801","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/3qM6czQ3eN"
"802","All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/DYmzm3b4hO"
"803","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/SnjxNiwx5Y"
"804","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/gsMy2jUJCz"
"805","@yizastatto All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among th... https://t.co/q0Ux31dUXL"
"806","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are ... https://t.co/GUiiz4JDGB ...  via  @HipHopDX"
"807","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/H73l6vCC3g"
"808","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/dSxEZ52w2c"
"809","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/JsYmKbmxqQ"
"810","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/NOA7BZhXot"
"811","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/eX0ZE3AwPo"
"812","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/PPglbooEma"
"813","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/koGlNCUYoi"
"814","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/DHAjO5ALIA"
"815","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/kRUHzIQjLE"
"816","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/F4gnH8SdzC"
"817","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/fSN7Fa7WOD"
"818","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/X9L15Ge4Go"
"819","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/M4pMexahxa"
"820","All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/xIQqyjVIhg #hiphop #news"
"821","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/oHNY6SNfk6"
"822","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/AiepjgUX8D"
"823","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/NgDiOt6NiL"
"824","All 3 Of J. Cole's Albums Are Now Certified Platinum https://t.co/kRfcuHbBVL #OluwaCurtisTweet"
"825","#bhramabull All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink... https://t.co/uHgnJsZM0n #djskinamaxx"
"826","The debate is feisty tonight. My popcorn is ready."
"827","#bhramabull All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink... https://t.co/N787NgLpSC #djskinamaxx"
"828","#bhramabull All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink... https://t.co/mB0UPZSPIs #djskinamaxx"
"829","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/ax6T9FoLRY"
"830","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are... https://t.co/jci2vONuYP #fieldday #Music #NF"
"831","#AdultThings All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Ki... https://t.co/hLDYAGu4jp #OrgyFollowTrain"
"832","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/wW9hToPHXN"
"833","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/R5OZfOXT6n"
"834","""'Worst day ever': Mother-of-six complains to Woolworths because they refused to exchange her COLES brand milk""

straya"
"835","All 3 Of J. Cole's Albums Are Now Certified Platinum: Nicki Minaj, Future and Kid Ink are among those newly aw... https://t.co/luuvOaZ6Nw"
